Title,Abstract,Include? (GPT-4.1),Comments (GPT-4.1),DOI,Tier,Screener Name,Notes,,313
Evaluation of Large Language Models' Concordance With Guidelines on Olfaction,"Objective: To assess the concordance of artificial intelligence (AI)-generated information with the 2022 International Consensus Statement on Allergy and Rhinology: Olfaction (ICAR-O). Methods: Forty-two guidelines were extracted from the ICAR-O. Each guideline was converted into a question, which was presented to ChatGPT version 4.o and Google Gemini. Concordance was deemed an agreement between the AI response and the clinical recommendation. Credibility was granted if the AI platform provided a credible resource. Accuracy was graded on a Likert scale (0: entirely inaccurate information, 1: mix of accurate and inaccurate information, 2: entirely accurate information). Statistical analysis was performed. Results: A total of 84 responses were generated. The mean accuracy of the ChatGPT and Gemini responses was 1.85 and 1.48 out of 2, respectively, indicating that the responses contained a mix of accurate and inaccurate information. ChatGPT responses were significantly more accurate than Gemini responses (p = 0.001). Of the ChatGPT responses, 78.57% (N = 33) were concordant with the ICAR-O guidelines and 100% (N = 42) cited a credible resource. Of the Gemini responses, 66.67% (N = 28) were concordant and 97.62% (N = 41) cited a credible resource. There were no significant differences in concordance (p = 0.22) or credibility (p = 0.31) between the AI platforms. Conclusion: ChatGPT provided more accurate information than Gemini on olfaction. However, overall, both platforms did not consistently align with clinical guidelines. AI platforms require further evaluation before clinical implementation or use as educational adjuncts. Level of Evidence: N/A. © 2025 The Author(s). Laryngoscope Investigative Otolaryngology published by Wiley Periodicals LLC on behalf of The Triological Society.",yes,This study evaluates the performance of two large language models (ChatGPT-4o and Google Gemini) in providing information concordant with clinical guidelines (ICAR-O) in the context of olfaction. The LLMs are assessed for their accuracy and ability to cite credible resources in response to clinical guideline-based questions. This is a direct clinical evaluation of LLMs.,10.1002/lio2.70130,,,,,
Assessment of ChatGPT-3.5's Knowledge in Oncology: Comparative Study with ASCO-SEP Benchmarks,"Background: ChatGPT (Open AI) is a state-of-the-art large language model that uses artificial intelligence (AI) to address questions across diverse topics. The American Society of Clinical Oncology Self-Evaluation Program (ASCO-SEP) created a comprehensive educational program to help physicians keep up to date with the many rapid advances in the field. The question bank consists of multiple choice questions addressing the many facets of cancer care, including diagnosis, treatment, and supportive care. As ChatGPT applications rapidly expand, it becomes vital to ascertain if the knowledge of ChatGPT-3.5 matches the established standards that oncologists are recommended to follow. Objective: This study aims to evaluate whether ChatGPT-3.5’s knowledge aligns with the established benchmarks that oncologists are expected to adhere to. This will furnish us with a deeper understanding of the potential applications of this tool as a support for clinical decision-making. Methods: We conducted a systematic assessment of the performance of ChatGPT-3.5 on the ASCO-SEP, the leading educational and assessment tool for medical oncologists in training and practice. Over 1000 multiple choice questions covering the spectrum of cancer care were extracted. Questions were categorized by cancer type or discipline, with subcategorization as treatment, diagnosis, or other. Answers were scored as correct if ChatGPT-3.5 selected the answer as defined by ASCO-SEP. Results: Overall, ChatGPT-3.5 achieved a score of 56.1% (583/1040) for the correct answers provided. The program demonstrated varying levels of accuracy across cancer types or disciplines. The highest accuracy was observed in questions related to developmental therapeutics (8/10; 80% correct), while the lowest accuracy was observed in questions related to gastrointestinal cancer (102/209; 48.8% correct). There was no significant difference in the program’s performance across the predefined subcategories of diagnosis, treatment, and other (P=.16, which is greater than.05). Conclusions: This study evaluated ChatGPT-3.5’s oncology knowledge using the ASCO-SEP, aiming to address uncertainties regarding AI tools like ChatGPT in clinical decision-making. Our findings suggest that while ChatGPT-3.5 offers a hopeful outlook for AI in oncology, its present performance in ASCO-SEP tests necessitates further refinement to reach the requisite competency levels. Future assessments could explore ChatGPT’s clinical decision support capabilities with real-world clinical scenarios, its ease of integration into medical workflows, and its potential to foster interdisciplinary collaboration and patient engagement in health care settings. © Roupen Odabashian, Donald Bastin, Georden Jones, Maria Manzoor, Sina Tangestaniapour, Malke Assad, Sunita Lakhani, Maritsa Odabashian, Sharon McGee.",yes,"This study evaluates ChatGPT-3.5's performance on the ASCO-SEP, a clinically relevant oncology exam, to assess its knowledge in cancer care (diagnosis, treatment, supportive care). The focus is on clinical knowledge and decision-making benchmarks, which aligns with the inclusion criteria.",10.2196/50442,,,,,
"Comparison of the Performance of ChatGPT, Claude and Bard in Support of Myopia Prevention and Control","Purpose: Chatbots, which are based on large language models, are increasingly being used in public health. However, the effectiveness of chatbot responses has been debated, and their performance in myopia prevention and control has not been fully explored. This study aimed to evaluate the effectiveness of three well-known chatbots—ChatGPT, Claude, and Bard—in responding to public health questions about myopia. Methods: Nineteen public health questions about myopia (including three topics of policy, basics and measures) were responded individually by three chatbots. After shuffling the order, each chatbot response was independently rated by 4 raters for comprehensiveness, accuracy and relevance. Results: The study’s questions have undergone reliable testing. There was a significant difference among the word count responses of all 3 chatbots. From most to least, the order was ChatGPT, Bard, and Claude. All 3 chatbots had a composite score above 4 out of 5. ChatGPT scored the highest in all aspects of the assessment. However, all chatbots exhibit shortcomings, such as giving fabricated responses. Conclusion: Chatbots have shown great potential in public health, with ChatGPT being the best. The future use of chatbots as a public health tool will require rapid development of standards for their use and monitoring, as well as continued research, evaluation and improvement of chatbots. © 2024 Wang et al. This work is published and licensed by Dove Medical Press Limited.",yes,"This study evaluates the performance of three LLM-based chatbots (ChatGPT, Claude, Bard) in answering public health questions about myopia prevention and control. The evaluation focuses on the accuracy, comprehensiveness, and relevance of their responses to clinical/public health questions. This fits the inclusion criteria as it assesses LLMs in a healthcare context, specifically their ability to provide information relevant to disease prevention and control.",10.2147/JMDH.S473680,,,,,
Can ChatGPT-4 perform as a competent physician based on the Chinese critical care examination?,"Background: The use of ChatGPT in medical applications is of increasing interest. However, its efficacy in critical care medicine remains uncertain. This study aims to assess ChatGPT-4's performance in critical care examination, providing insights into its potential as a tool for clinical decision-making. Methods: A dataset from the Chinese Health Professional Technical Qualification Examination for Critical Care Medicine, covering four components—fundamental knowledge, specialized knowledge, professional practical skills, and related medical knowledge—was utilized. ChatGPT-4 answered 600 questions, which were evaluated by critical care experts using a standardized rubric. Results: ChatGPT-4 achieved a 73.5 % success rate, surpassing the 60 % passing threshold in four components, with the highest accuracy in fundamental knowledge (81.94 %). ChatGPT-4 performed significantly better on single-choice questions than on multiple-choice questions (76.72 % vs. 51.32 %, p < 0.001), while no significant difference was observed between case-based and non-case-based questions. Conclusion: ChatGPT demonstrated notable strengths in critical care examination, highlighting its potential for supporting clinical decision-making, information retrieval, and medical education. However, caution is required regarding its potential to generate inaccurate responses. Its application in critical care must therefore be carefully supervised by medical professionals to ensure both the accuracy of the information and patient safety. © 2024 Elsevier Inc.",yes,"This study evaluates ChatGPT-4's performance on a critical care medicine board-style examination, which is a clinically relevant assessment. The results provide insight into the model's potential for clinical decision support and medical education, meeting the inclusion criteria.",10.1016/j.jcrc.2024.155010,,,,,
Can Artificial Intelligence aid communication? Considering the possibilities of GPT-3 in Palliative care,"Objectives: This article reviews the developments in artificial intelligence (AI) technologies and their current and prospective applications in end-of-life communications. It uses Open AI’s generative pre-trained transformer 3 (GPT-3) as a case study to understand the possibilities of AI-aided communication in Palliative Care. Material and Methods: Open AI’s GPT-3 was taken as a case study where responses were generated through the GPT-3 beta playground (Davinci engine) and were scrutinised by six mental health professionals (MHPs) working in a palliative care setting in India. They were tasked to evaluate the responses generated by the AI (the identity was not revealed until a part of the study was completed) in a simulated palliative care conversation with another MHP posing as a patient. The aim was to undermine whether the professionals were able to detect that the responses were indeed generated by a machine and did they approve or disapprove of the responses. Results: The GPT-3 playground with the right prompts produced remarkable, often surprising texts and responses that imitated human interaction. However, glitches such as redundancy were noticed along with strongly held opinions in certain questions related to faith, death, and life after death. Conclusion: AI-assisted communication in palliative care could be used to train professionals in the palliative care field using it as a simulation in training. It could also be used as a therapeutic intervention for the purpose of engagement and philosophical dialogue after certain modifications. However, it would have its own limitations such as it cannot replace a human agent just yet. ©2023 Published by Scientific Scholar on behalf of Indian Journal of Palliative Care.",yes,"This study evaluates GPT-3's ability to generate responses in simulated palliative care conversations, with mental health professionals assessing the quality and detectability of the AI's responses. The focus is on the clinical application of LLMs in communication within a healthcare context, specifically palliative care, and discusses potential uses in training and therapeutic interventions.",10.25259/IJPC_155_2023,,,,,
Comparative Analysis of Large Language Models in Traditional Chinese Medicine,"Background: Traditional Chinese Medicine (TCM), with its unique framework and linguistic characteristics, presents challenges for large language models (LLMs). Identifying LLMs’ strengths and limitations is crucial to exploring their potential in the TCM domain. Herein, we evaluated the performance of multiple LLMs in TCM, including their foundational knowledge, diagnostic capabilities, and herbal prescription generation. Methods: This comparative research was conducted in two phases: (1) assessing LLMs’ mastery of TCM foundational knowledge with two question banks (1911 questions in Question Bank A and 100 questions in Question Bank B) that were accessed from a paywalled online platform. (May–June 2024); and (2) evaluating LLMs’ syndrome differentiation and prescription generation using 100 real-world clinical cases collected from the First Affiliated Hospital of Sun Yat-sen University (July–August 2024). Eight LLMs (ChatGPT 3.5, ChatGPT 4o, Gemini, Gemini Advanced, ERNIE 3.5, ERNIE 4, GLM 3, and GLM 4) were evaluated. High-performing models advanced to the second phase, and their outputs were compared with diagnoses and prescriptions from TCM practitioners. LLMs’ accuracy was assessed by percentage scores and consistency by Intraclass Correlation Coefficient (ICC). TCM syndrome diagnoses, decomposed into disease location and nature elements, were evaluated by the Dice Similarity Coefficient (DSC), and herbal prescription quality was assessed by expert review.Findings: In the examination, ERNIE 4 and ERNIE 3.5 scored the highest (78.6%), followed by ChatGPT 4o (76.6%). ERNIE 4 achieved the highest ICC (0.92), with ERNIE 3.5 (0.89) and ChatGPT 4o (0.78) also demonstrating strong repeatability. In clinical cases, ChatGPT 4o outperformed ERNIE 3.5 in syndrome differentiation for both disease location (DSC: 0.74 vs. 0.63, p<.05) and disease nature (DSC: 0.73 vs. 0.64, p<.05), and surpassed ERNIE 4 in disease nature differentiation (DSC: 0.73 vs. 0.64, p<.05). ChatGPT 4o also achieved the highest prescription score (119), though only 45% of its prescriptions fully matched the reference.Interpretation: LLMs excelled in TCM knowledge and diagnosis but need improvement in generating effective herbal prescriptions. Funding: National Nature Science Foundation of China (NO: 82205248 and NO: 82272076) and Guangdong Natural Science Foundation (NO：2022A1515012133).Declaration of Interest: The authors declare no competing interests.Ethical Approval: The retrospective analysis obtained ethical approval (No.2021464) and waived the informed consent requirement.",yes,"This study evaluates multiple generative LLMs (including ChatGPT 3.5, ChatGPT 4o, Gemini, etc.) on their clinical knowledge, diagnostic capabilities, and prescription generation in Traditional Chinese Medicine, using real-world clinical cases and expert comparison. The focus is on clinical application (diagnosis and prescription), not just technical or non-clinical tasks.",10.2139/ssrn.5050324,,,,,
QuickPic AAC: An AI-Based Application to Enable Just-in-Time Generation of Topic-Specific Displays for Persons Who Are Minimally Speaking,"As artificial intelligence (AI) makes significant headway in various arenas, the field of speech–language pathology is at the precipice of experiencing a transformative shift towards automation. This study introduces QuickPic AAC, an AI-driven application designed to generate topic-specific displays from photographs in a “just-in-time” manner. Using QuickPic AAC, this study aimed to (a) determine which of two AI algorithms (NLG-AAC and GPT-3.5) results in greater specificity of vocabulary (i.e., percentage of vocabulary kept/deleted by clinician relative to vocabulary generated by QuickPic AAC; percentage of vocabulary modified); and to (b) evaluate perceived usability of QuickPic AAC among practicing speech–language pathologists. Results revealed that the GPT-3.5 algorithm consistently resulted in greater specificity of vocabulary and that speech–language pathologists expressed high user satisfaction for the QuickPic AAC application. These results support continued study of the implementation of QuickPic AAC in clinical practice and demonstrate the possibility of utilizing topic-specific displays as just-in-time supports. © 2024 by the authors.",yes,"This study evaluates the use of GPT-3.5 (an LLM) in generating topic-specific vocabulary displays for minimally speaking individuals, a clinical application relevant to speech–language pathology. The study compares GPT-3.5 to another AI algorithm and assesses clinical usability, fitting the inclusion criteria for LLM evaluation in a healthcare context.",10.3390/ijerph21091150,,,,,
Utilizing large language models for detecting hospital-acquired conditions: an empirical study on pulmonary embolism,"OBJECTIVES: Adverse event detection from Electronic Medical Records (EMRs) is challenging due to the low incidence of the event, variability in clinical documentation, and the complexity of data formats. Pulmonary embolism as an adverse event (PEAE) is particularly difficult to identify using existing approaches. This study aims to develop and evaluate a Large Language Model (LLM)-based framework for detecting PEAE from unstructured narrative data in EMRs. MATERIALS AND METHODS: We conducted a chart review of adult patients (aged 18-100) admitted to tertiary-care hospitals in Calgary, Alberta, Canada, between 2017-2022. We developed an LLM-based detection framework consisting of three modules: evidence extraction (implementing both keyword-based and semantic similarity-based filtering methods), discharge information extraction (focusing on six key clinical sections), and PEAE detection. Four open-source LLMs (Llama3, Mistral-7B, Gemma, and Phi-3) were evaluated using positive predictive value, sensitivity, specificity, and F1-score. Model performance for population-level surveillance was assessed at yearly, quarterly, and monthly granularities. RESULTS: The chart review included 10 066 patients, with 40 cases of PEAE identified (0.4% prevalence). All four LLMs demonstrated high sensitivity (87.5-100%) and specificity (94.9-98.9%) across different experimental conditions. Gemma achieved the highest F1-score (28.11%) using keyword-based retrieval with discharge summary inclusion, along with 98.4% specificity, 87.5% sensitivity, and 99.95% negative predictive value. Keyword-based filtering reduced the median chunks per patient from 789 to 310, while semantic filtering further reduced this to 9 chunks. Including discharge summaries improved performance metrics across most models. For population-level surveillance, all models showed strong correlation with actual PEAE trends at yearly granularity (r=0.92-0.99), with Llama3 achieving the highest correlation (0.988). DISCUSSION: The results of our method for PEAE detection using EMR notes demonstrate high sensitivity and specificity across all four tested LLMs, indicating strong performance in distinguishing PEAE from non-PEAE cases. However, the low incidence rate of PEAE contributed to a lower PPV. The keyword-based chunking approach consistently outperformed semantic similarity-based methods, achieving higher F1 scores and PPV, underscoring the importance of domain knowledge in text segmentation. Including discharge summaries further enhanced performance metrics. Our population-based analysis revealed better performance for yearly trends compared to monthly granularity, suggesting the framework's utility for long-term surveillance despite dataset imbalance. Error analysis identified contextual misinterpretation, terminology confusion, and preprocessing limitations as key challenges for future improvement. CONCLUSIONS: Our proposed method demonstrates that LLMs can effectively detect PEAE from narrative EMRs with high sensitivity and specificity. While these models serve as effective screening tools to exclude non-PEAE cases, their lower PPV indicates they cannot be relied upon solely for definitive PEAE identification. Further chart review remains necessary for confirmation. Future work should focus on improving contextual understanding, medical terminology interpretation, and exploring advanced prompting techniques to enhance precision in adverse event detection from EMRs.",yes,This study evaluates multiple large language models (LLMs) for the clinical task of detecting hospital-acquired pulmonary embolism from unstructured EMR data. The LLMs are directly applied to a clinical problem (adverse event detection) and their performance is measured using clinical metrics. This fits the inclusion criteria as it is a clinical evaluation of LLMs in healthcare.,10.1093/jamia/ocaf048,,,,,
Bariatric Evaluation Through AI: a Survey of Expert Opinions Versus ChatGPT-4 (BETA-SEOV),"Background: Recent advancements in artificial intelligence, such as OpenAI’s ChatGPT-4, are revolutionizing various sectors, including healthcare. This study investigates the use of ChatGPT-4 in identifying suitable candidates for bariatric surgery and providing surgical recommendations to improve decision-making in obesity treatment amid the global obesity epidemic. Methods: We devised ten patient scenarios, thoughtfully encompassing a spectrum that spans from uncomplicated cases to more complex ones. Our objective was to delve into the decision-making process regarding the recommendation of bariatric surgery. From July 29th to August 10th, 2023, we conducted a voluntary online survey involving thirty prominent bariatric surgeons, ensuring that there was no predetermined bias in the selection of a specific type of bariatric surgery. This survey was designed to collect their insights on these scenarios and gain a deeper understanding of their professional experience and background in the field of bariatric surgery. Additionally, we consulted ChatGPT-4 in two separate conversations to evaluate its alignment with expert opinions on bariatric surgery options. Results: In 40% of the scenarios, disparities were identified between the two conversations with ChatGPT-4. It matched expert opinions in 30% of cases. Differences were noted in cases like gastrointestinal metaplasia and gastric adenocarcinoma, but there was alignment with conditions like endometriosis and GERD. Conclusion: The evaluation of ChatGPT-4’s role in determining bariatric surgery suitability uncovered both potential and shortcomings. Its alignment with experts was inconsistent, and it often overlooked key factors, emphasizing human expertise’s value. Its current use requires caution, and further refinement is needed for clinical application. Graphical Abstract: [Figure not available: see fulltext.] © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",yes,This study evaluates ChatGPT-4's ability to make clinical recommendations regarding bariatric surgery by comparing its responses to those of expert bariatric surgeons across patient scenarios. The focus is on clinical decision-making in a healthcare context using a generative LLM.,10.1007/s11695-023-06903-w,,,,,
"ChatGPT's Attitude, Knowledge, and Clinical Application in Geriatrics Practice and Education: Exploratory Observational Study","Background: The increasing use of ChatGPT in clinical practice and medical education necessitates the evaluation of its reliability, particularly in geriatrics. Objective: This study aimed to evaluate ChatGPT’s trustworthiness in geriatrics through 3 distinct approaches: evaluating ChatGPT’s geriatrics attitude, knowledge, and clinical application with 2 vignettes of geriatric syndromes (polypharmacy and falls). Methods: We used the validated University of California, Los Angeles, geriatrics attitude and knowledge instruments to evaluate ChatGPT’s geriatrics attitude and knowledge and compare its performance with that of medical students, residents, and geriatrics fellows from reported results in the literature. We also evaluated ChatGPT’s application to 2 vignettes of geriatric syndromes (polypharmacy and falls). Results: The mean total score on geriatrics attitude of ChatGPT was significantly lower than that of trainees (medical students, internal medicine residents, and geriatric medicine fellows; 2.7 vs 3.7 on a scale from 1-5; 1=strongly disagree; 5=strongly agree). The mean subscore on positive geriatrics attitude of ChatGPT was higher than that of the trainees (medical students, internal medicine residents, and neurologists; 4.1 vs 3.7 on a scale from 1 to 5 where a higher score means a more positive attitude toward older adults). The mean subscore on negative geriatrics attitude of ChatGPT was lower than that of the trainees and neurologists (1.8 vs 2.8 on a scale from 1 to 5 where a lower subscore means a less negative attitude toward aging). On the University of California, Los Angeles geriatrics knowledge test, ChatGPT outperformed all medical students, internal medicine residents, and geriatric medicine fellows from validated studies (14.7 vs 11.3 with a score range of –18 to +18 where +18 means that all questions were answered correctly). Regarding the polypharmacy vignette, ChatGPT not only demonstrated solid knowledge of potentially inappropriate medications but also accurately identified 7 common potentially inappropriate medications and 5 drug-drug and 3 drug-disease interactions. However, ChatGPT missed 5 drug-disease and 1 drug-drug interaction and produced 2 hallucinations. Regarding the fall vignette, ChatGPT answered 3 of 5 pretests correctly and 2 of 5 pretests partially correctly, identified 6 categories of fall risks, followed fall guidelines correctly, listed 6 key physical examinations, and recommended 6 categories of fall prevention methods. Conclusions: This study suggests that ChatGPT can be a valuable supplemental tool in geriatrics, offering reliable information with less age bias, robust geriatrics knowledge, and comprehensive recommendations for managing 2 common geriatric syndromes (polypharmacy and falls) that are consistent with evidence from guidelines, systematic reviews, and other types of studies. ChatGPT’s potential as an educational and clinical resource could significantly benefit trainees, health care providers, and laypeople. Further research using GPT-4o, larger geriatrics question sets, and more geriatric syndromes is needed to expand and confirm these findings before adopting ChatGPT widely for geriatrics education and practice. © Huai Yong Cheng.",yes,"This study evaluates ChatGPT's knowledge, attitude, and clinical application in geriatrics, including its performance on clinical vignettes (polypharmacy and falls) and comparison to human trainees. It directly assesses ChatGPT's clinical utility and educational value in a medical context, meeting inclusion criteria.",10.2196/63494,,,,,
The Potential of Chat-Based Artificial Intelligence Models in Differentiating Between Keloid and Hypertrophic Scars: A Pilot Study,"Background: Lasting scars such as keloids and hypertrophic scars adversely affect a patient’s quality of life. However, these scars are frequently underdiagnosed because of the complexity of the current diagnostic criteria and classification systems. This study aimed to explore the application of Large Language Models (LLMs) such as ChatGPT in diagnosing scar conditions and to propose a more accessible and straightforward diagnostic approach. Methods: In this study, five artificial intelligence (AI) chatbots, including ChatGPT-4 (GPT-4), Bing Chat (Precise, Balanced, and Creative modes), and Bard, were evaluated for their ability to interpret clinical scar images using a standardized set of prompts. Thirty mock images of various scar types were analyzed, and each chatbot was queried five times to assess the diagnostic accuracy. Results: GPT-4 had a significantly higher accuracy rate in diagnosing scars than Bing Chat. The overall accuracy rates of GPT-4 and Bing Chat were 36.0% and 22.0%, respectively (P = 0.027), with GPT-4 showing better performance in terms of specificity for keloids (0.6 vs. 0.006) and hypertrophic scars (0.72 vs. 0.0) than Bing Chat. Conclusions: Although currently available LLMs show potential for use in scar diagnostics, the current technology is still under development and is not yet sufficient for clinical application standards, highlighting the need for further advancements in AI for more accurate medical diagnostics. Level of Evidence IV: This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online instructions to authors www.springer.com/00266. © Springer Science+Business Media, LLC, part of Springer Nature and International Society of Aesthetic Plastic Surgery 2024.",yes,"This study evaluates the diagnostic accuracy of LLM-based chatbots (including ChatGPT-4 and Bard) in differentiating between keloid and hypertrophic scars using clinical images. The focus is on clinical application (diagnosis), and frontier LLMs are tested. This fits the inclusion criteria.",10.1007/s00266-024-04380-9,,,,,
Socio-Demographic Bias in Large Language Models Alters Ethical Decision-Making in Healthcare,"Objective Large language models (LLMs) are increasingly applied in healthcare. However, their ethical alignment remains uncertain. We tested whether LLMs shift ethical priorities in health-related scenarios under different socio-demographic modifiers, focusing on autonomy, beneficence, nonmaleficence, justice, and utilitarianism. Methods We created 100 clinical scenarios, each requiring a yes/no choice between two conflicting principles. We tested nine LLMs, each with and without 53 socio-demographic modifiers, repeating each scenario-modifier combination 10 times per model (for a total of 0.5M prompts). We measured how often each principle was chosen. Results All models changed their responses when socio-demographic details were introduced (p<0.001). Justice and nonmaleficence were each prioritized in over 30% of responses. Utilitarianism ranged from 6.7% (CI: 6.2-7.2%) for a “Black Transgender woman (she/her)” to 17.0% (CI: 16.3-17.8%) for “Billionaires”, across models and modifiers. High-income modifiers increased utilitarian choices while lowering beneficence and nonmaleficence. Marginalized-group modifiers raised autonomy prioritization. Some models were more consistent than others, but none maintained consistency across all scenarios. Conclusions LLMs can be influenced by socio-demographic cues and do not always maintain stable ethical priorities, with the greatest shifts seen in utilitarian choices. Our findings reveal that socio-demographic cues systematically alter LLM ethical decision-making, raising concerns about algorithmic fairness in healthcare.",yes,"This study evaluates multiple LLMs in the context of healthcare by testing their ethical decision-making in clinical scenarios, specifically examining how socio-demographic modifiers affect their choices. The scenarios are clinical and the LLMs' responses are assessed in a way that is directly relevant to clinical decision support and ethical considerations in medicine.",10.1101/2025.02.01.25321523,,,,,
The doc versus the bot: A pilot study to assess the quality and accuracy of physician and chatbot responses to clinical questions in gynecologic oncology,"Artificial intelligence (AI) applications to medical care are currently under investigation. We aimed to evaluate and compare the quality and accuracy of physician and chatbot responses to common clinical questions in gynecologic oncology. In this cross-sectional pilot study, ten questions about the knowledge and management of gynecologic cancers were selected. Each question was answered by a recruited gynecologic oncologist, ChatGPT (Generative Pretreated Transformer) AI platform, and Bard by Google AI platform. Five recruited gynecologic oncologists who were blinded to the study design were allowed 15 min to respond to each of two questions. Chatbot responses were generated by inserting the question into a fresh session in September 2023. Qualifiers and language identifying the response source were removed. Three gynecologic oncology providers who were blinded to the response source independently reviewed and rated response quality using a 5-point Likert scale, evaluated each response for accuracy, and selected the best response for each question. Overall, physician responses were judged to be best in 76.7 % of evaluations versus ChatGPT (10.0 %) and Bard (13.3 %; p < 0.001). The average quality of responses was 4.2/5.0 for physicians, 3.0/5.0 for ChatGPT and 2.8/5.0 for Bard (t-test for both and ANOVA p < 0.001). Physicians provided a higher proportion of accurate responses (86.7 %) compared to ChatGPT (60 %) and Bard (43 %; p < 0.001 for both). Physicians provided higher quality responses to gynecologic oncology clinical questions compared to chatbots. Patients should be cautioned against non-validated AI platforms for medical advice; larger studies on the use of AI for medical advice are needed. © 2024 The Authors",yes,"This study directly evaluates the clinical performance of LLMs (ChatGPT and Bard) by comparing their answers to clinical questions in gynecologic oncology with those of physicians. The focus is on the quality and accuracy of responses to clinical questions, which is a clinical application of LLMs.",10.1016/j.gore.2024.101477,,,,,
"Accuracy of ChatGPT 3.5, 4.0, 4o and Gemini in diagnosing oral potentially malignant lesions based on clinical case reports and image recognition","Background: The accurate and timely diagnosis of oral potentially malignant lesions (OPMLs) is crucial for effective management and prevention of oral cancer. Recent advancements in artificial intelligence technologies indicates its potential to assist in clinical decision-making. Hence, this study was carried out with the aim to evaluate and compare the diagnostic accuracy of ChatGPT 3.5, 4.0, 4o and Gemini in identifying OPMLs. Material and Methods: The analysis was carried out using 42 case reports from PubMed, Scopus and Google Scholar and images from two datasets, corresponding to different OPMLs. The reports were inputted separately for text description-based diagnosis in GPT 3.5, 4.0, 4o and Gemini, and for image recognition-based diagnosis in GPT 4o and Gemini. Two subject-matter experts independently reviewed the reports and offered their evaluations. Results: For text-based diagnosis, among LLMs, GPT 4o got the maximum number of correct responses (27/42), followed by GPT 4.0 (20/42), GPT 3.5 (18/42) and Gemini (15/42). In identifying OPMLs based on image, GPT 4o demonstrated better performance than Gemini. There was fair to moderate agreement found between Large Language Models (LLMs) and subject experts. None of the LLMs matched the accuracy of the subject experts in identifying the correct number of lesions. Conclusions: The results point towards cautious optimism with respect to commonly used LLMs in diagnosing OPMLs. While their potential in diagnostic applications is undeniable, their integration should be approached judiciously. © Medicina Oral S. L. C.I.F. B.",yes,"This study directly evaluates the diagnostic accuracy of several frontier LLMs (ChatGPT 3.5, 4.0, 4o, and Gemini) in identifying oral potentially malignant lesions using both clinical case reports and image recognition. The LLMs are tested in a clinical diagnostic context, which fits the inclusion criteria.",10.4317/medoral.26824,,,,,
Blepharoptosis Consultation with Artificial Intelligence: Aesthetic Surgery Advice and Counseling from Chat Generative Pre-Trained Transformer (ChatGPT),"Background: Chat generative pre-trained transformer (ChatGPT) is a publicly available extensive artificial intelligence (AI) language model that leverages deep learning to generate text that mimics human conversations. In this study, the performance of ChatGPT was assessed by offering insightful and precise answers to a series of fictional questions and emulating a preliminary consultation on blepharoplasty. Methods: ChatGPT was posed with questions derived from a blepharoplasty checklist provided by the American Society of Plastic Surgeons. Board-certified plastic surgeons and non-medical staff members evaluated the responses for accuracy, informativeness, and accessibility. Results: Nine questions were used in this study. Regarding informativeness, the average score given by board-certified plastic surgeons was significantly lower than that given by non-medical staff members (2.89 ± 0.72 vs 4.41 ± 0.71; p = 0.042). No statistically significant differences were observed in accuracy (p = 0.56) or accessibility (p = 0.11). Conclusions: Our results emphasize the effectiveness of ChatGPT in simulating doctor–patient conversations during blepharoplasty. Non-medical individuals found its responses more informative compared with the surgeons. Although limited in terms of specialized guidance, ChatGPT offers foundational surgical information. Further exploration is warranted to elucidate the broader role of AI in esthetic surgical consultations. Level of Evidence V: Observational study under respected authorities. This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266. © Springer Science+Business Media, LLC, part of Springer Nature and International Society of Aesthetic Plastic Surgery 2024.",yes,"This study evaluates ChatGPT's performance in simulating preliminary clinical consultations for blepharoplasty, with responses assessed by both clinicians and laypersons for accuracy and informativeness. The use of ChatGPT in a clinical consultation context aligns with the inclusion criteria.",10.1007/s00266-024-04002-4,,,,,
Assessing the diagnostic capability of ChatGPT through clinical case scenarios in dermatology,,yes,"The title indicates that the study evaluates ChatGPT's diagnostic performance using clinical case scenarios in dermatology, which is a direct clinical application of an LLM. No abstract is provided, but the title alone meets the inclusion criteria.",10.25259/IJDVL_1267_2023,,,,,
